arc_start,arc_end,dist_capacity,dist_cost_capital,dist_cost_fixed,dist_cost_variable,dist_flowLimit,dist_h
freeport_production_smr,freeport_hub_lowPurity,n/a,n/a,n/a,n/a,n/a,104.2
freeport_production_smrExisting,freeport_hub_lowPurity,n/a,n/a,n/a,n/a,n/a,433.8
houston_dist_truckLiquefied,centerville_dist_truckLiquefied,n/a,n/a,n/a,93.84,n/a,180.0
houston_dist_truckLiquefied,sanAntonio_dist_truckLiquefied,n/a,n/a,n/a,155.04,n/a,160.3
laPorte_converter_liquefaction,laPorte_converter_terminalLiquid,n/a,n/a,n/a,n/a,n/a,390.65
laPorte_converter_purification,laPorte_hub_highPurity,0.0,n/a,n/a,n/a,99999999.9,390.65
laPorte_converter_terminalLiquid,laPorte_dist_truckLiquefied,49.0,1016000.0,139.18,n/a,8.0,390.65
laPorte_demand_lowPurity,laPorte_demandSector_existing,0.0,n/a,n/a,n/a,99999999.9,538.0
laPorte_dist_pipelineLowPurity,laPorte_demand_lowPurity,0.0,n/a,n/a,n/a,99999999.9,538.0
laPorte_dist_pipelineLowPurity,sanJacinto_dist_pipelineLowPurity,1.0,14400000.0,1972.8000000000002,1.2000000000000002,999999.0,1312.8
laPorte_dist_pipelineLowPurity,texasCity_dist_pipelineLowPurity,1.0,40800000.0,5589.6,3.4000000000000004,999999.0,0.0
laPorte_dist_truckLiquefied,sanJacinto_dist_truckLiquefied,n/a,n/a,n/a,6.12,n/a,390.65
laPorte_hub_highPurity,laPorte_converter_liquefaction,n/a,n/a,n/a,n/a,n/a,390.65
laPorte_hub_lowPurity,laPorte_converter_purification,n/a,n/a,n/a,n/a,n/a,390.65
laPorte_production_smrExisting,laPorte_hub_lowPurity,n/a,n/a,n/a,n/a,n/a,390.65
montBelvieu_demand_lowPurity,montBelvieu_demandSector_existing,0.0,n/a,n/a,n/a,99999999.9,538.0
montBelvieu_dist_pipelineLowPurity,baytown_dist_pipelineLowPurity,1.0,16800000.0,2301.6,1.4000000000000001,999999.0,0.0
montBelvieu_dist_pipelineLowPurity,channelview_dist_pipelineLowPurity,1.0,27600000.0,3781.2000000000003,2.3000000000000003,999999.0,0.0
montBelvieu_dist_pipelineLowPurity,montBelvieu_demand_lowPurity,0.0,n/a,n/a,n/a,99999999.9,538.0
montBelvieu_dist_pipelineLowPurity,portArthur_dist_pipelineLowPurity,1.0,108000000.0,14796.0,9.0,999999.0,0.0
montBelvieu_hub_lowPurity,montBelvieu_dist_pipelineLowPurity,0.0,n/a,n/a,n/a,99999999.9,417.7
montBelvieu_production_smr,montBelvieu_hub_lowPurity,n/a,n/a,n/a,n/a,n/a,200.8
montBelvieu_production_smrExisting,montBelvieu_hub_lowPurity,n/a,n/a,n/a,n/a,n/a,216.9
orange_demand_lowPurity,orange_demandSector_existing,0.0,n/a,n/a,n/a,99999999.9,538.0
orange_dist_pipelineLowPurity,orange_demand_lowPurity,0.0,n/a,n/a,n/a,99999999.9,538.0
orange_dist_pipelineLowPurity,portArthur_dist_pipelineLowPurity,1.0,39600000.0,5425.2,3.3000000000000003,999999.0,0.0
pasadena_converter_fuelDispenserLiquid,pasadena_demand_fuelStation,0.0,n/a,n/a,n/a,99999999.9,50.35
pasadena_demand_fuelStation,pasadena_demandSector_transportationFuel,0.0,n/a,n/a,n/a,99999999.9,37.5
pasadena_demand_fuelStation,pasadena_demandSector_transportationFuel_carbonSensitive,0.0,n/a,n/a,n/a,99999999.9,12.5
pasadena_demand_lowPurity,pasadena_demandSector_existing,0.0,n/a,n/a,n/a,99999999.9,538.0
pasadena_dist_pipelineLowPurity,channelview_dist_pipelineLowPurity,1.0,14400000.0,1972.8000000000002,1.2000000000000002,999999.0,0.0
pasadena_dist_pipelineLowPurity,deerPark_dist_pipelineLowPurity,1.0,9600000.0,1315.2,0.8,999999.0,0.0
pasadena_dist_pipelineLowPurity,pasadena_demand_lowPurity,0.0,n/a,n/a,n/a,99999999.9,538.0
pasadena_dist_truckLiquefied,houston_dist_truckLiquefied,n/a,n/a,n/a,10.71,n/a,340.3
pasadena_dist_truckLiquefied,pasadena_converter_fuelDispenserLiquid,n/a,n/a,n/a,n/a,n/a,50.35
pasadena_hub_lowPurity,pasadena_dist_pipelineLowPurity,0.0,n/a,n/a,n/a,99999999.9,538.0
pasadena_production_smr,pasadena_hub_lowPurity,n/a,n/a,n/a,n/a,n/a,104.2
pasadena_production_smrExisting,pasadena_hub_lowPurity,n/a,n/a,n/a,n/a,n/a,433.8
portArthur_demand_lowPurity,portArthur_demandSector_existing,0.0,n/a,n/a,n/a,99999999.9,538.0
portArthur_dist_pipelineLowPurity,beaumont_dist_pipelineLowPurity,1.0,30000000.0,4110.0,2.5,999999.0,538.0
portArthur_dist_pipelineLowPurity,montBelvieu_dist_pipelineLowPurity,1.0,108000000.0,14796.0,9.0,999999.0,120.3
portArthur_dist_pipelineLowPurity,orange_dist_pipelineLowPurity,1.0,39600000.0,5425.2,3.3000000000000003,999999.0,538.0
portArthur_dist_pipelineLowPurity,portArthur_demand_lowPurity,0.0,n/a,n/a,n/a,99999999.9,538.0
portArthur_hub_lowPurity,portArthur_dist_pipelineLowPurity,1.0,n/a,n/a,n/a,99999999.9,1734.3
portArthur_production_smrExisting,portArthur_hub_lowPurity,n/a,n/a,n/a,n/a,n/a,1734.3
sanAntonio_converter_fuelDispenserLiquid,sanAntonio_demand_fuelStation,0.0,n/a,n/a,n/a,99999999.9,100.0
sanAntonio_demand_fuelStation,sanAntonio_demandSector_transportationFuel,0.0,n/a,n/a,n/a,99999999.9,75.0
sanAntonio_demand_fuelStation,sanAntonio_demandSector_transportationFuel_carbonSensitive,0.0,n/a,n/a,n/a,99999999.9,25.0
sanAntonio_dist_truckLiquefied,austin_dist_truckLiquefied,n/a,n/a,n/a,81.6,n/a,60.3
sanAntonio_dist_truckLiquefied,sanAntonio_converter_fuelDispenserLiquid,n/a,n/a,n/a,n/a,n/a,100.0
sanJacinto_demand_lowPurity,sanJacinto_demandSector_existing,0.0,n/a,n/a,n/a,99999999.9,538.0
