,source,destination,dist_capacity,dist_cost_capital,dist_cost_fixed,dist_cost_variable,dist_flowLimit,dist_h
309,centerville_dist_truckLiquefied,houston_dist_truckLiquefied,,,,93.84,,0.0
310,centerville_hub_highPurity,centerville_converter_compression,,,,,,0.0
311,centerville_hub_highPurity,centerville_converter_liquefaction,,,,,,0.0
312,centerville_hub_highPurity,centerville_dist_pipelineHighPurity,0.0,,,,99999999.9,0.0
313,centerville_hub_lowPurity,centerville_converter_purification,,,,,,0.0
314,centerville_hub_lowPurity,centerville_dist_pipelineLowPurity,0.0,,,,99999999.9,0.0
315,channelview_converter_compression,channelview_converter_terminalGas,,,,,,0.0
316,channelview_converter_fuelDispenserGas,channelview_demand_fuelStation,0.0,,,,99999999.9,0.0
317,channelview_converter_fuelDispenserLiquid,channelview_demand_fuelStation,0.0,,,,99999999.9,0.0
318,channelview_converter_fuelDispenserPipeline,channelview_demand_fuelStation,0.0,,,,99999999.9,0.0
319,channelview_converter_liquefaction,channelview_converter_terminalLiquid,,,,,,0.0
320,channelview_converter_purification,channelview_hub_highPurity,0.0,,,,99999999.9,0.0
321,channelview_converter_terminalGas,channelview_dist_truckCompressed,0.0,381000.0,52.19,,2.6,0.0
322,channelview_converter_terminalLiquid,channelview_dist_truckLiquefied,27.0,1016000.0,139.18,,8.0,0.0
323,channelview_demand_lowPurity,channelview_demandSector_existing,0.0,,,,99999999.9,538.0
324,channelview_demand_lowPurity,channelview_demandSector_existing_carbonSensitive,0.0,,,,99999999.9,0.0
325,channelview_dist_pipelineHighPurity,channelview_converter_fuelDispenserPipeline,,,,,,0.0
326,channelview_dist_pipelineHighPurity,channelview_demand_highPurity,0.0,,,,99999999.9,0.0
327,channelview_dist_pipelineHighPurity,channelview_demand_lowPurity,0.0,,,,99999999.9,0.0
328,channelview_dist_pipelineHighPurity,deerPark_dist_pipelineHighPurity,0.0,8400000.0,1150.8,0.7000000000000001,999999.0,0.0
329,channelview_dist_pipelineHighPurity,montBelvieu_dist_pipelineHighPurity,0.0,27600000.0,3781.2000000000003,2.3000000000000003,999999.0,0.0
330,channelview_dist_pipelineHighPurity,pasadena_dist_pipelineHighPurity,0.0,14400000.0,1972.8000000000002,1.2000000000000002,999999.0,0.0
331,channelview_dist_pipelineLowPurity,channelview_demand_lowPurity,0.0,,,,99999999.9,538.0
332,channelview_dist_pipelineLowPurity,deerPark_dist_pipelineLowPurity,1.0,8400000.0,1150.8,0.7000000000000001,999999.0,0.0
333,channelview_dist_pipelineLowPurity,montBelvieu_dist_pipelineLowPurity,1.0,27600000.0,3781.2000000000003,2.3000000000000003,999999.0,0.0
334,channelview_dist_pipelineLowPurity,pasadena_dist_pipelineLowPurity,1.0,14400000.0,1972.8000000000002,1.2000000000000002,999999.0,0.0
335,channelview_dist_truckCompressed,channelview_converter_fuelDispenserGas,,,,,,0.0
336,channelview_dist_truckCompressed,channelview_demand_highPurity,0.0,,,,99999999.9,0.0
337,channelview_dist_truckCompressed,channelview_demand_lowPurity,0.0,,,,99999999.9,0.0
338,channelview_dist_truckCompressed,deerPark_dist_truckCompressed,,,,53.06,,0.0
339,channelview_dist_truckCompressed,montBelvieu_dist_truckCompressed,,,,174.34,,0.0
340,channelview_dist_truckCompressed,pasadena_dist_truckCompressed,,,,90.96000000000001,,0.0
341,channelview_dist_truckLiquefied,channelview_converter_fuelDispenserLiquid,,,,,,0.0
342,channelview_dist_truckLiquefied,channelview_demand_highPurity,0.0,,,,99999999.9,0.0
343,channelview_dist_truckLiquefied,channelview_demand_lowPurity,0.0,,,,99999999.9,0.0
344,channelview_dist_truckLiquefied,deerPark_dist_truckLiquefied,,,,3.5700000000000003,,0.0
345,channelview_dist_truckLiquefied,montBelvieu_dist_truckLiquefied,,,,11.73,,0.0
346,channelview_dist_truckLiquefied,pasadena_dist_truckLiquefied,,,,6.12,,0.0
347,channelview_hub_highPurity,channelview_converter_compression,,,,,,0.0
348,channelview_hub_highPurity,channelview_converter_liquefaction,,,,,,0.0
349,channelview_hub_highPurity,channelview_dist_pipelineHighPurity,0.0,,,,99999999.9,0.0
350,channelview_hub_lowPurity,channelview_converter_purification,,,,,,0.0
351,channelview_hub_lowPurity,channelview_dist_pipelineLowPurity,0.0,,,,99999999.9,405.4
352,channelview_production_electrolyzer,channelview_hub_highPurity,,,,,,0.0
353,channelview_production_smr,channelview_hub_lowPurity,,,,,,188.5
354,channelview_production_smrExisting,channelview_hub_lowPurity,,,,,,216.9
355,chocolateBay_converter_compression,chocolateBay_converter_terminalGas,,,,,,0.0
356,chocolateBay_converter_fuelDispenserGas,chocolateBay_demand_fuelStation,0.0,,,,99999999.9,0.0
357,chocolateBay_converter_fuelDispenserLiquid,chocolateBay_demand_fuelStation,0.0,,,,99999999.9,0.0
358,chocolateBay_converter_fuelDispenserPipeline,chocolateBay_demand_fuelStation,0.0,,,,99999999.9,0.0
359,chocolateBay_converter_liquefaction,chocolateBay_converter_terminalLiquid,,,,,,0.0
360,chocolateBay_converter_purification,chocolateBay_hub_highPurity,0.0,,,,99999999.9,0.0
361,chocolateBay_converter_terminalGas,chocolateBay_dist_truckCompressed,0.0,381000.0,52.19,,2.6,0.0
362,chocolateBay_converter_terminalLiquid,chocolateBay_dist_truckLiquefied,0.0,1016000.0,139.18,,8.0,0.0
363,chocolateBay_demand_lowPurity,chocolateBay_demandSector_existing,0.0,,,,99999999.9,538.0
364,chocolateBay_demand_lowPurity,chocolateBay_demandSector_existing_carbonSensitive,0.0,,,,99999999.9,0.0
365,chocolateBay_dist_pipelineHighPurity,chocolateBay_converter_fuelDispenserPipeline,,,,,,0.0
366,chocolateBay_dist_pipelineHighPurity,chocolateBay_demand_highPurity,0.0,,,,99999999.9,0.0
367,chocolateBay_dist_pipelineHighPurity,chocolateBay_demand_lowPurity,0.0,,,,99999999.9,0.0
368,chocolateBay_dist_pipelineHighPurity,freeport_dist_pipelineHighPurity,0.0,42000000.0,5754.0,3.5,999999.0,0.0
369,chocolateBay_dist_pipelineHighPurity,texasCity_dist_pipelineHighPurity,0.0,38400000.0,5260.8,3.2,999999.0,0.0
370,chocolateBay_dist_pipelineLowPurity,chocolateBay_demand_lowPurity,0.0,,,,99999999.9,538.0
371,chocolateBay_dist_pipelineLowPurity,freeport_dist_pipelineLowPurity,1.0,42000000.0,5754.0,3.5,999999.0,0.0
372,chocolateBay_dist_pipelineLowPurity,texasCity_dist_pipelineLowPurity,1.0,38400000.0,5260.8,3.2,999999.0,0.0
373,chocolateBay_dist_truckCompressed,chocolateBay_converter_fuelDispenserGas,,,,,,0.0
374,chocolateBay_dist_truckCompressed,chocolateBay_demand_highPurity,0.0,,,,99999999.9,0.0
375,chocolateBay_dist_truckCompressed,chocolateBay_demand_lowPurity,0.0,,,,99999999.9,0.0
376,chocolateBay_dist_truckCompressed,freeport_dist_truckCompressed,,,,265.3,,0.0
377,chocolateBay_dist_truckCompressed,texasCity_dist_truckCompressed,,,,242.56,,0.0
378,chocolateBay_dist_truckLiquefied,chocolateBay_converter_fuelDispenserLiquid,,,,,,0.0
379,chocolateBay_dist_truckLiquefied,chocolateBay_demand_highPurity,0.0,,,,99999999.9,0.0
380,chocolateBay_dist_truckLiquefied,chocolateBay_demand_lowPurity,0.0,,,,99999999.9,0.0
381,chocolateBay_dist_truckLiquefied,freeport_dist_truckLiquefied,,,,17.85,,0.0
382,chocolateBay_dist_truckLiquefied,texasCity_dist_truckLiquefied,,,,16.32,,0.0
383,chocolateBay_hub_highPurity,chocolateBay_converter_compression,,,,,,0.0
384,chocolateBay_hub_highPurity,chocolateBay_converter_liquefaction,,,,,,0.0
385,chocolateBay_hub_highPurity,chocolateBay_dist_pipelineHighPurity,0.0,,,,99999999.9,0.0
386,chocolateBay_hub_lowPurity,chocolateBay_converter_purification,,,,,,0.0
387,chocolateBay_hub_lowPurity,chocolateBay_dist_pipelineLowPurity,0.0,,,,99999999.9,0.0
388,chocolateBay_production_electrolyzer,chocolateBay_hub_highPurity,,,,,,0.0
389,chocolateBay_production_smr,chocolateBay_hub_lowPurity,,,,,,0.0
390,corpusChristi_converter_compression,corpusChristi_converter_terminalGas,,,,,,0.0
391,corpusChristi_converter_fuelDispenserGas,corpusChristi_demand_fuelStation,0.0,,,,99999999.9,0.0
392,corpusChristi_converter_fuelDispenserLiquid,corpusChristi_demand_fuelStation,0.0,,,,99999999.9,0.0
393,corpusChristi_converter_fuelDispenserPipeline,corpusChristi_demand_fuelStation,0.0,,,,99999999.9,0.0
394,corpusChristi_converter_liquefaction,corpusChristi_converter_terminalLiquid,,,,,,0.0
395,corpusChristi_converter_purification,corpusChristi_hub_highPurity,0.0,,,,99999999.9,0.0
396,corpusChristi_converter_terminalGas,corpusChristi_dist_truckCompressed,0.0,381000.0,52.19,,2.6,0.0
397,corpusChristi_converter_terminalLiquid,corpusChristi_dist_truckLiquefied,0.0,1016000.0,139.18,,8.0,0.0
398,corpusChristi_dist_pipelineHighPurity,corpusChristi_converter_fuelDispenserPipeline,,,,,,0.0
399,corpusChristi_dist_pipelineHighPurity,corpusChristi_demand_highPurity,0.0,,,,99999999.9,0.0
400,corpusChristi_dist_pipelineHighPurity,corpusChristi_demand_lowPurity,0.0,,,,99999999.9,0.0
401,corpusChristi_dist_pipelineHighPurity,freeport_dist_pipelineHighPurity,0.0,345600000.0,47347.200000000004,28.8,999999.0,0.0
402,corpusChristi_dist_pipelineHighPurity,mcallen_dist_pipelineHighPurity,0.0,299520000.0,41034.24,24.96,999999.0,0.0
403,corpusChristi_dist_pipelineHighPurity,sanAntonio_dist_pipelineHighPurity,0.0,276480000.0,37877.76,23.040000000000003,999999.0,0.0
404,corpusChristi_dist_pipelineLowPurity,corpusChristi_demand_lowPurity,0.0,,,,99999999.9,0.0
405,corpusChristi_dist_pipelineLowPurity,freeport_dist_pipelineLowPurity,0.0,345600000.0,47347.200000000004,28.8,999999.0,0.0
406,corpusChristi_dist_pipelineLowPurity,mcallen_dist_pipelineLowPurity,0.0,299520000.0,41034.24,24.96,999999.0,0.0
407,corpusChristi_dist_pipelineLowPurity,sanAntonio_dist_pipelineLowPurity,0.0,276480000.0,37877.76,23.040000000000003,999999.0,0.0
408,corpusChristi_dist_truckCompressed,corpusChristi_converter_fuelDispenserGas,,,,,,0.0
409,corpusChristi_dist_truckCompressed,corpusChristi_demand_highPurity,0.0,,,,99999999.9,0.0
410,corpusChristi_dist_truckCompressed,corpusChristi_demand_lowPurity,0.0,,,,99999999.9,0.0
411,corpusChristi_dist_truckCompressed,freeport_dist_truckCompressed,,,,2183.04,,0.0
412,corpusChristi_dist_truckCompressed,mcallen_dist_truckCompressed,,,,1891.968,,0.0
413,corpusChristi_dist_truckCompressed,sanAntonio_dist_truckCompressed,,,,1746.432,,0.0
414,corpusChristi_dist_truckLiquefied,corpusChristi_converter_fuelDispenserLiquid,,,,,,0.0
415,corpusChristi_dist_truckLiquefied,corpusChristi_demand_highPurity,0.0,,,,99999999.9,0.0
416,corpusChristi_dist_truckLiquefied,corpusChristi_demand_lowPurity,0.0,,,,99999999.9,0.0
417,corpusChristi_dist_truckLiquefied,freeport_dist_truckLiquefied,,,,146.88,,0.0
418,corpusChristi_dist_truckLiquefied,mcallen_dist_truckLiquefied,,,,127.29599999999999,,0.0
419,corpusChristi_dist_truckLiquefied,sanAntonio_dist_truckLiquefied,,,,117.504,,0.0
420,corpusChristi_hub_highPurity,corpusChristi_converter_compression,,,,,,0.0
421,corpusChristi_hub_highPurity,corpusChristi_converter_liquefaction,,,,,,0.0
422,corpusChristi_hub_highPurity,corpusChristi_dist_pipelineHighPurity,0.0,,,,99999999.9,0.0
423,corpusChristi_hub_lowPurity,corpusChristi_converter_purification,,,,,,0.0
424,corpusChristi_hub_lowPurity,corpusChristi_dist_pipelineLowPurity,0.0,,,,99999999.9,0.0
425,dallas_converter_compression,dallas_converter_terminalGas,,,,,,0.0
426,dallas_converter_fuelDispenserGas,dallas_demand_fuelStation,0.0,,,,99999999.9,0.0
427,dallas_converter_fuelDispenserLiquid,dallas_demand_fuelStation,0.0,,,,99999999.9,110.0
428,dallas_converter_fuelDispenserPipeline,dallas_demand_fuelStation,0.0,,,,99999999.9,0.0
429,dallas_converter_liquefaction,dallas_converter_terminalLiquid,,,,,,0.0
430,dallas_converter_purification,dallas_hub_highPurity,0.0,,,,99999999.9,0.0
431,dallas_converter_terminalGas,dallas_dist_truckCompressed,0.0,381000.0,52.19,,2.6,0.0
432,dallas_converter_terminalLiquid,dallas_dist_truckLiquefied,0.0,1016000.0,139.18,,8.0,0.0
433,dallas_demand_fuelStation,dallas_demandSector_transportationFuel,0.0,,,,99999999.9,82.5
434,dallas_demand_fuelStation,dallas_demandSector_transportationFuel_carbonSensitive,0.0,,,,99999999.9,27.5
435,dallas_dist_pipelineHighPurity,abilene_dist_pipelineHighPurity,0.0,336000000.0,46032.0,28.0,999999.0,0.0
436,dallas_dist_pipelineHighPurity,centerville_dist_pipelineHighPurity,0.0,253440000.0,34721.28,21.12,999999.0,0.0
437,dallas_dist_pipelineHighPurity,dallas_converter_fuelDispenserPipeline,,,,,,0.0
438,dallas_dist_pipelineHighPurity,dallas_demand_highPurity,0.0,,,,99999999.9,0.0
439,dallas_dist_pipelineHighPurity,dallas_demand_lowPurity,0.0,,,,99999999.9,0.0
440,dallas_dist_pipelineHighPurity,texarkana_dist_pipelineHighPurity,0.0,364800000.0,49977.6,30.400000000000002,999999.0,0.0
441,dallas_dist_pipelineHighPurity,waco_dist_pipelineHighPurity,0.0,215040000.0,29460.48,17.919999999999998,999999.0,0.0
442,dallas_dist_pipelineLowPurity,abilene_dist_pipelineLowPurity,0.0,336000000.0,46032.0,28.0,999999.0,0.0
443,dallas_dist_pipelineLowPurity,centerville_dist_pipelineLowPurity,0.0,253440000.0,34721.28,21.12,999999.0,0.0
444,dallas_dist_pipelineLowPurity,dallas_demand_lowPurity,0.0,,,,99999999.9,0.0
445,dallas_dist_pipelineLowPurity,texarkana_dist_pipelineLowPurity,0.0,364800000.0,49977.6,30.400000000000002,999999.0,0.0
446,dallas_dist_pipelineLowPurity,waco_dist_pipelineLowPurity,0.0,215040000.0,29460.48,17.919999999999998,999999.0,0.0
447,dallas_dist_truckCompressed,abilene_dist_truckCompressed,,,,2122.4,,0.0
448,dallas_dist_truckCompressed,centerville_dist_truckCompressed,,,,1600.896,,0.0
449,dallas_dist_truckCompressed,dallas_converter_fuelDispenserGas,,,,,,0.0
450,dallas_dist_truckCompressed,dallas_demand_highPurity,0.0,,,,99999999.9,0.0
451,dallas_dist_truckCompressed,dallas_demand_lowPurity,0.0,,,,99999999.9,0.0
452,dallas_dist_truckCompressed,texarkana_dist_truckCompressed,,,,2304.32,,0.0
453,dallas_dist_truckCompressed,waco_dist_truckCompressed,,,,1358.336,,0.0
454,dallas_dist_truckLiquefied,abilene_dist_truckLiquefied,,,,142.8,,0.0
455,dallas_dist_truckLiquefied,centerville_dist_truckLiquefied,,,,107.71199999999999,,0.0
456,dallas_dist_truckLiquefied,dallas_converter_fuelDispenserLiquid,,,,,,110.0
457,dallas_dist_truckLiquefied,dallas_demand_highPurity,0.0,,,,99999999.9,0.0
458,dallas_dist_truckLiquefied,dallas_demand_lowPurity,0.0,,,,99999999.9,0.0
459,dallas_dist_truckLiquefied,texarkana_dist_truckLiquefied,,,,155.04,,0.0
460,dallas_dist_truckLiquefied,waco_dist_truckLiquefied,,,,91.392,,50.0
461,dallas_hub_highPurity,dallas_converter_compression,,,,,,0.0
462,dallas_hub_highPurity,dallas_converter_liquefaction,,,,,,0.0
463,dallas_hub_highPurity,dallas_dist_pipelineHighPurity,0.0,,,,99999999.9,0.0
464,dallas_hub_lowPurity,dallas_converter_purification,,,,,,0.0
465,dallas_hub_lowPurity,dallas_dist_pipelineLowPurity,0.0,,,,99999999.9,0.0
466,deerPark_converter_compression,deerPark_converter_terminalGas,,,,,,0.0
467,deerPark_converter_fuelDispenserGas,deerPark_demand_fuelStation,0.0,,,,99999999.9,0.0
468,deerPark_converter_fuelDispenserLiquid,deerPark_demand_fuelStation,0.0,,,,99999999.9,0.0
469,deerPark_converter_fuelDispenserPipeline,deerPark_demand_fuelStation,0.0,,,,99999999.9,0.0
470,deerPark_converter_liquefaction,deerPark_converter_terminalLiquid,,,,,,0.0
471,deerPark_converter_purification,deerPark_hub_highPurity,0.0,,,,99999999.9,0.0
472,deerPark_converter_terminalGas,deerPark_dist_truckCompressed,0.0,381000.0,52.19,,2.6,0.0
473,deerPark_converter_terminalLiquid,deerPark_dist_truckLiquefied,22.0,1016000.0,139.18,,8.0,0.0
474,deerPark_demand_lowPurity,deerPark_demandSector_existing,0.0,,,,99999999.9,538.0
475,deerPark_demand_lowPurity,deerPark_demandSector_existing_carbonSensitive,0.0,,,,99999999.9,0.0
476,deerPark_dist_pipelineHighPurity,channelview_dist_pipelineHighPurity,0.0,8400000.0,1150.8,0.7000000000000001,999999.0,0.0
477,deerPark_dist_pipelineHighPurity,deerPark_converter_fuelDispenserPipeline,,,,,,0.0
478,deerPark_dist_pipelineHighPurity,deerPark_demand_highPurity,0.0,,,,99999999.9,0.0
479,deerPark_dist_pipelineHighPurity,deerPark_demand_lowPurity,0.0,,,,99999999.9,0.0
480,deerPark_dist_pipelineHighPurity,pasadena_dist_pipelineHighPurity,0.0,9600000.0,1315.2,0.8,999999.0,0.0
481,deerPark_dist_pipelineHighPurity,sanJacinto_dist_pipelineHighPurity,0.0,10800000.0,1479.6000000000001,0.9,999999.0,0.0
482,deerPark_dist_pipelineLowPurity,channelview_dist_pipelineLowPurity,1.0,8400000.0,1150.8,0.7000000000000001,999999.0,132.6
483,deerPark_dist_pipelineLowPurity,deerPark_demand_lowPurity,0.0,,,,99999999.9,538.0
484,deerPark_dist_pipelineLowPurity,pasadena_dist_pipelineLowPurity,1.0,9600000.0,1315.2,0.8,999999.0,0.0
485,deerPark_dist_pipelineLowPurity,sanJacinto_dist_pipelineLowPurity,1.0,10800000.0,1479.6000000000001,0.9,999999.0,0.0
486,deerPark_dist_truckCompressed,channelview_dist_truckCompressed,,,,53.06,,0.0
487,deerPark_dist_truckCompressed,deerPark_converter_fuelDispenserGas,,,,,,0.0
488,deerPark_dist_truckCompressed,deerPark_demand_highPurity,0.0,,,,99999999.9,0.0
489,deerPark_dist_truckCompressed,deerPark_demand_lowPurity,0.0,,,,99999999.9,0.0
490,deerPark_dist_truckCompressed,pasadena_dist_truckCompressed,,,,60.64,,0.0
491,deerPark_dist_truckCompressed,sanJacinto_dist_truckCompressed,,,,68.22,,0.0
492,deerPark_dist_truckLiquefied,channelview_dist_truckLiquefied,,,,3.5700000000000003,,0.0
493,deerPark_dist_truckLiquefied,deerPark_converter_fuelDispenserLiquid,,,,,,0.0
494,deerPark_dist_truckLiquefied,deerPark_demand_highPurity,0.0,,,,99999999.9,0.0
495,deerPark_dist_truckLiquefied,deerPark_demand_lowPurity,0.0,,,,99999999.9,0.0
496,deerPark_dist_truckLiquefied,pasadena_dist_truckLiquefied,,,,4.08,,390.65
497,deerPark_dist_truckLiquefied,sanJacinto_dist_truckLiquefied,,,,4.59,,0.0
498,deerPark_hub_highPurity,deerPark_converter_compression,,,,,,0.0
499,deerPark_hub_highPurity,deerPark_converter_liquefaction,,,,,,0.0
500,deerPark_hub_highPurity,deerPark_dist_pipelineHighPurity,0.0,,,,99999999.9,0.0
501,deerPark_hub_lowPurity,deerPark_converter_purification,,,,,,0.0
502,deerPark_hub_lowPurity,deerPark_dist_pipelineLowPurity,0.0,,,,99999999.9,0.0
503,deerPark_production_electrolyzer,deerPark_hub_highPurity,,,,,,0.0
504,deerPark_production_smr,deerPark_hub_lowPurity,,,,,,0.0
505,elPaso_converter_compression,elPaso_converter_terminalGas,,,,,,0.0
506,elPaso_converter_fuelDispenserGas,elPaso_demand_fuelStation,0.0,,,,99999999.9,0.0
507,elPaso_converter_fuelDispenserLiquid,elPaso_demand_fuelStation,0.0,,,,99999999.9,0.0
508,elPaso_converter_fuelDispenserPipeline,elPaso_demand_fuelStation,0.0,,,,99999999.9,0.0
509,elPaso_converter_liquefaction,elPaso_converter_terminalLiquid,,,,,,0.0
510,elPaso_converter_purification,elPaso_hub_highPurity,0.0,,,,99999999.9,0.0
511,elPaso_converter_terminalGas,elPaso_dist_truckCompressed,0.0,381000.0,52.19,,2.6,0.0
512,elPaso_converter_terminalLiquid,elPaso_dist_truckLiquefied,0.0,1016000.0,139.18,,8.0,0.0
513,elPaso_dist_pipelineHighPurity,elPaso_converter_fuelDispenserPipeline,,,,,,0.0
514,elPaso_dist_pipelineHighPurity,elPaso_demand_highPurity,0.0,,,,99999999.9,0.0
515,elPaso_dist_pipelineHighPurity,elPaso_demand_lowPurity,0.0,,,,99999999.9,0.0
516,elPaso_dist_pipelineHighPurity,vanHorn_dist_pipelineHighPurity,0.0,339840000.0,46558.08,28.32,999999.0,0.0
517,elPaso_dist_pipelineLowPurity,elPaso_demand_lowPurity,0.0,,,,99999999.9,0.0
518,elPaso_dist_pipelineLowPurity,vanHorn_dist_pipelineLowPurity,0.0,339840000.0,46558.08,28.32,999999.0,0.0
519,elPaso_dist_truckCompressed,elPaso_converter_fuelDispenserGas,,,,,,0.0
520,elPaso_dist_truckCompressed,elPaso_demand_highPurity,0.0,,,,99999999.9,0.0
521,elPaso_dist_truckCompressed,elPaso_demand_lowPurity,0.0,,,,99999999.9,0.0
522,elPaso_dist_truckCompressed,vanHorn_dist_truckCompressed,,,,2146.656,,0.0
523,elPaso_dist_truckLiquefied,elPaso_converter_fuelDispenserLiquid,,,,,,0.0
524,elPaso_dist_truckLiquefied,elPaso_demand_highPurity,0.0,,,,99999999.9,0.0
525,elPaso_dist_truckLiquefied,elPaso_demand_lowPurity,0.0,,,,99999999.9,0.0
526,elPaso_dist_truckLiquefied,vanHorn_dist_truckLiquefied,,,,144.432,,0.0
527,elPaso_hub_highPurity,elPaso_converter_compression,,,,,,0.0
528,elPaso_hub_highPurity,elPaso_converter_liquefaction,,,,,,0.0
529,elPaso_hub_highPurity,elPaso_dist_pipelineHighPurity,0.0,,,,99999999.9,0.0
530,elPaso_hub_lowPurity,elPaso_converter_purification,,,,,,0.0
531,elPaso_hub_lowPurity,elPaso_dist_pipelineLowPurity,0.0,,,,99999999.9,0.0
532,freeport_converter_compression,freeport_converter_terminalGas,,,,,,0.0
533,freeport_converter_fuelDispenserGas,freeport_demand_fuelStation,0.0,,,,99999999.9,0.0
534,freeport_converter_fuelDispenserLiquid,freeport_demand_fuelStation,0.0,,,,99999999.9,0.0
535,freeport_converter_fuelDispenserPipeline,freeport_demand_fuelStation,0.0,,,,99999999.9,0.0
536,freeport_converter_liquefaction,freeport_converter_terminalLiquid,,,,,,0.0
537,freeport_converter_purification,freeport_hub_highPurity,0.0,,,,99999999.9,0.0
538,freeport_converter_terminalGas,freeport_dist_truckCompressed,0.0,381000.0,52.19,,2.6,0.0
539,freeport_converter_terminalLiquid,freeport_dist_truckLiquefied,0.0,1016000.0,139.18,,8.0,0.0
540,freeport_demand_lowPurity,freeport_demandSector_existing,0.0,,,,99999999.9,538.0
541,freeport_demand_lowPurity,freeport_demandSector_existing_carbonSensitive,0.0,,,,99999999.9,0.0
542,freeport_dist_pipelineHighPurity,brazoria_dist_pipelineHighPurity,0.0,33600000.0,4603.2,2.8000000000000003,999999.0,0.0
543,freeport_dist_pipelineHighPurity,chocolateBay_dist_pipelineHighPurity,0.0,42000000.0,5754.0,3.5,999999.0,0.0
544,freeport_dist_pipelineHighPurity,corpusChristi_dist_pipelineHighPurity,0.0,345600000.0,47347.200000000004,28.8,999999.0,0.0
545,freeport_dist_pipelineHighPurity,freeport_converter_fuelDispenserPipeline,,,,,,0.0
546,freeport_dist_pipelineHighPurity,freeport_demand_highPurity,0.0,,,,99999999.9,0.0
547,freeport_dist_pipelineHighPurity,freeport_demand_lowPurity,0.0,,,,99999999.9,0.0
548,freeport_dist_pipelineHighPurity,houston_dist_pipelineHighPurity,0.0,111600000.0,15289.2,9.3,999999.0,0.0
549,freeport_dist_pipelineLowPurity,brazoria_dist_pipelineLowPurity,1.0,33600000.0,4603.2,2.8000000000000003,999999.0,0.0
550,freeport_dist_pipelineLowPurity,chocolateBay_dist_pipelineLowPurity,1.0,42000000.0,5754.0,3.5,999999.0,0.0
551,freeport_dist_pipelineLowPurity,corpusChristi_dist_pipelineLowPurity,0.0,345600000.0,47347.200000000004,28.8,999999.0,0.0
552,freeport_dist_pipelineLowPurity,freeport_demand_lowPurity,0.0,,,,99999999.9,538.0
553,freeport_dist_pipelineLowPurity,houston_dist_pipelineLowPurity,0.0,111600000.0,15289.2,9.3,999999.0,0.0
554,freeport_dist_truckCompressed,brazoria_dist_truckCompressed,,,,212.24,,0.0
555,freeport_dist_truckCompressed,chocolateBay_dist_truckCompressed,,,,265.3,,0.0
556,freeport_dist_truckCompressed,corpusChristi_dist_truckCompressed,,,,2183.04,,0.0
557,freeport_dist_truckCompressed,freeport_converter_fuelDispenserGas,,,,,,0.0
558,freeport_dist_truckCompressed,freeport_demand_highPurity,0.0,,,,99999999.9,0.0
559,freeport_dist_truckCompressed,freeport_demand_lowPurity,0.0,,,,99999999.9,0.0
560,freeport_dist_truckCompressed,houston_dist_truckCompressed,,,,704.94,,0.0
561,freeport_dist_truckLiquefied,brazoria_dist_truckLiquefied,,,,14.280000000000001,,0.0
562,freeport_dist_truckLiquefied,chocolateBay_dist_truckLiquefied,,,,17.85,,0.0
563,freeport_dist_truckLiquefied,corpusChristi_dist_truckLiquefied,,,,146.88,,0.0
564,freeport_dist_truckLiquefied,freeport_converter_fuelDispenserLiquid,,,,,,0.0
565,freeport_dist_truckLiquefied,freeport_demand_highPurity,0.0,,,,99999999.9,0.0
566,freeport_dist_truckLiquefied,freeport_demand_lowPurity,0.0,,,,99999999.9,0.0
567,freeport_dist_truckLiquefied,houston_dist_truckLiquefied,,,,47.43,,0.0
568,freeport_hub_highPurity,freeport_converter_compression,,,,,,0.0
569,freeport_hub_highPurity,freeport_converter_liquefaction,,,,,,0.0
570,freeport_hub_highPurity,freeport_dist_pipelineHighPurity,0.0,,,,99999999.9,0.0
571,freeport_hub_lowPurity,freeport_converter_purification,,,,,,0.0
572,freeport_hub_lowPurity,freeport_dist_pipelineLowPurity,0.0,,,,99999999.9,538.0
573,freeport_production_electrolyzer,freeport_hub_highPurity,,,,,,0.0
574,freeport_production_smr,freeport_hub_lowPurity,,,,,,104.2
575,freeport_production_smrExisting,freeport_hub_lowPurity,,,,,,433.8
576,houston_converter_compression,houston_converter_terminalGas,,,,,,0.0
577,houston_converter_fuelDispenserGas,houston_demand_fuelStation,0.0,,,,99999999.9,0.0
578,houston_converter_fuelDispenserLiquid,houston_demand_fuelStation,0.0,,,,99999999.9,0.0
579,houston_converter_fuelDispenserPipeline,houston_demand_fuelStation,0.0,,,,99999999.9,0.0
580,houston_converter_liquefaction,houston_converter_terminalLiquid,,,,,,0.0
581,houston_converter_purification,houston_hub_highPurity,0.0,,,,99999999.9,0.0
582,houston_converter_terminalGas,houston_dist_truckCompressed,0.0,381000.0,52.19,,2.6,0.0
583,houston_converter_terminalLiquid,houston_dist_truckLiquefied,0.0,1016000.0,139.18,,8.0,0.0
584,houston_dist_pipelineHighPurity,centerville_dist_pipelineHighPurity,0.0,220800000.0,30249.600000000002,18.400000000000002,999999.0,0.0
585,houston_dist_pipelineHighPurity,freeport_dist_pipelineHighPurity,0.0,111600000.0,15289.2,9.3,999999.0,0.0
586,houston_dist_pipelineHighPurity,houston_converter_fuelDispenserPipeline,,,,,,0.0
587,houston_dist_pipelineHighPurity,houston_demand_highPurity,0.0,,,,99999999.9,0.0
588,houston_dist_pipelineHighPurity,houston_demand_lowPurity,0.0,,,,99999999.9,0.0
