type,fixed_usdPerTon,capEx_$_per_kW,kWh_coefficient,variable_usdPerTon,utilization,purity,min_h2,max_h2,h2_tax_credit,grid_intensity_tonsCO2_per_h2
electrolyzer,230,850,56300,0,0.975,high,100,10000,0,3.6
