type,ccs_capture_rate,fixed_usdPerTon,capital_usd_coefficient,kWh_coefficient,ng_coefficient,variable_usdPerTon,utilization,purity,min_h2,max_h2,h2_tax_credit
smr,0,70,425000,570,156.25,90,0.9,low,200,3000,0
